Name,established,Staffcounttotal,Totalfundsraised10yearsmn,International,Totalnumberoffunds,FundSize_Preqin,Auditor_pct,Avg_vintage,Scale_number_portfolio_companies,Sum_wtvpi,Sum_wirr_preqin,Firm_age,LogFundSize_Preqin,FundSize_Calvin,WestCoast,EastCoast,OtherUSLocation,LogFundSize_Calvin,Log_Staffcount,Sum_wirr_all,MissingIRR,BuyoutFund,VCGrowthCapital,Diversified,Healthcare,Technology,ConsumerGoods,OtherIndustry,Public,HasESGonWebsite,E_navigationalpage,E_document,E_Portfoliocasestudies,E_Media,E_AdoptTCFD,E_SignatorytoICI,E_SignatoryNetZeroAsset,E_CarbonNeutralProtocolCert,S_navigationalpage,S_document,S_Portfoliocasestudies,S_Media,S_DEIpolicy,S_DEIcommittee,S_ChiefDiversityOfficer,S_SignatoryILPADiversity,S_SignatoryCEOAction,S_SponsorLevel20,S_10pctWomeninBoard,S_10pctWomeninLeadership,G_navigationalpage,G_document,G_Portfoliocasestudies,Other_ESGfund,Other_ESGmicrosite,Other_ESGdocument,Other_Portfoliocasestudies,Other_ESGMedia,Other_ESGsectionvisible,Other_ESGpolicy,Other_ESGreport,Other_ChiefESGofficer,Other_ESGcommittee,Other_SignatoryPRI,Other_AdoptAICGuidelines,Other_AdoptSASBstandards,Other_AlignwithSDGs,Other_SignatoryESGConvergence,Other_ESGAwards,E_HasDocumentsorPages,E_ALLSignatory,S_HasDEI,S_ALLSignatory,S_10PctWomenBoardExec,S_HasDocumentsorPages,G_HasDocumentsorPages,Other_HasESGHeadorCommittee,Other_ALLFramework,E_WeightedESGScore_1,S_WeightedESGScore_1,G_WeightedESGScore_1,Other_WeightedESGScore_1,Total_WeightedESGScore_1,E_WeightedESGScore_2,S_WeightedESGScore_2,G_WeightedESGScore_2,Other_WeightedESGScore_2,Total_WeightedESGScore_2,Total_WeightedESGScore_3,Total_WeightedESGScore_4,E_WeightedESGScore_5,S_WeightedESGScore_5,G_WeightedESGScore_5,Other_WeightedESGScore_5,Total_WeightedESGScore_5,Total_WeightedESGScore_6,Total_WeightedESGScore_7,Total_WeightedESGScore_8,E_GreenwashingScore_1,E_HasDocsOrMedia,E_GreenwashingScore_2,E_HasDocsOrMedia_2,S_GreenwashingScore_1,S_HasDocsOrMedia,S_GreenwashingScore_2,S_HasDocsOrMedia_2,Other_GreenwashingScore_1,Total_EorSDocsOrMedia,Other_GreenwashingScore_2,Total_EorSDocsOrMedia_2,Total_GreenwashingScore_1,Total_GreenwashingScore_2,High_Frameworks,Medium_Frameworks,Low_Frameworks,Low_Medium_Frameworks
Nautic Partners,1986,60,5751.4,0,8,7612.39990234375,1,2014.125,1,0.6165547370910645,11.692935943603516,35,8.937533378601074,4500,0,1,0,8.411832809448242,4.094344615936279,11.692935943603516,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,0
"Welsh, Carson, Anderson & Stowe",1979,100,11930,0,6,11780,0.6666666865348816,2017.3333740234375,1,1.0826208591461182,12.331714630126953,42,9.37415885925293,4336,0,1,0,8.374707221984863,4.605170249938965,12.331714630126953,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.3333333432674408,0,0.3076923191547394,1.2820513248443604,0,0.20000000298023224,0,0.1818181872367859,0.7636363506317139,3,0.38181817531585693,0,0.20000000298023224,0,0.20000000298023224,0.800000011920929,0.4000000059604645,0.5636363625526428,0.6000000238418579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
L Catterton,1989,165,16510.45,1,24,18507.7890625,0.5416666865348816,2016.2083740234375,2,0.35128089785575867,3.4068915843963623,32,9.825946807861328,21639,0,0,1,9.98225212097168,5.105945587158203,3.4068915843963623,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.4166666567325592,0,0,0,0,0.30000001192092896,0,0,0,3,0,0,0.20000000298023224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
Providence Equity Partners,1989,179,21568.9,1,34,33451.6015625,0.5,2019.8529052734375,2,0.5765700936317444,7.283806800842285,32,10.417855262756348,6021,0,1,0,8.703008651733398,5.1873860359191895,7.283806800842285,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0.25,0.25,0.23076923191547394,1.2115384340286255,0,0.30000001192092896,0.25,0.09090909361839294,1.031818151473999,1,0.6409090757369995,0,0.4000000059604645,0.5,0.20000000298023224,1.7000000476837158,1.100000023841858,0.7318181991577148,1.2999999523162842,0,0,0,0,3,1,2,1,4,1,4,1,7,6,0,0,1,1
Adams Street Partners,1972,220,22541.6,1,119,42897.23828125,0.9327731132507324,2012.7646484375,2,1.4125864505767822,14.264617919921875,49,10.666563034057617,14833,0,0,1,9.604609489440918,5.393627643585205,14.264617919921875,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0.3636363744735718,0.5,0,0.38461539149284363,2.860139846801758,0,0.6000000238418579,0,0.27272728085517883,1.7454545497894287,4,0.8727272748947144,0,0.6000000238418579,0,0.4000000059604645,2,1,1.1454546451568604,1.4000000953674316,0,0,0,0,2,1,1,1,3,1,3,1,5,4,2,2,0,2
Trilantic North America,2009,50,5763,0,3,4049,0.6666666865348816,2014,1,1.5559444427490234,14.71230411529541,12,8.306224822998047,3924,0,1,0,8.274867057800293,3.9120230674743652,14.71230411529541,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0.6666666865348816,0,0.5384615659713745,2.4102563858032227,0,0.6000000238418579,0,0.4545454680919647,2.10909104347229,3,1.054545521736145,0,0.6000000238418579,0,0.6000000238418579,2.4000000953674316,1.2000000476837158,1.5090909004211426,1.8000000715255737,0,0,0,0,1,1,1,1,2,1,2,1,3,3,0,2,1,3
Arcline Investment Management,2018,40,4250,0,3,4250,0.6666666865348816,2020.6666259765625,NA,NA,NA,3,8.354674339294434,4250,1,0,0,8.354674339294434,3.6888794898986816,24.489999771118164,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3076923191547394,0.6153846383094788,0,0,0,0.1818181872367859,0.3636363744735718,1,0.1818181872367859,0,0,0,0.20000000298023224,0.4000000059604645,0.20000000298023224,0.3636363744735718,0.4000000059604645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
American Securities,1994,52,15635,0,3,10961,1,2011.6666259765625,1,1.091690182685852,18.431381225585938,27,9.302099227905273,7860,0,1,0,8.969541549682617,3.9512436389923096,18.431381225585938,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,0,0.1538461595773697,1.307692289352417,0,0.4000000059604645,0,0.1818181872367859,1.1636364459991455,1,0.5818182229995728,0,0.4000000059604645,0,0.20000000298023224,1.2000000476837158,0.6000000238418579,0.7636363506317139,0.800000011920929,0,0,0,0,2,1,2,1,5,1,4,1,7,6,0,1,0,1
AEA Investors,1968,172,12590.3,0,11,13070.7001953125,0.3636363744735718,2016.8182373046875,1,NA,4.311389923095703,53,9.478128433227539,5700,0,1,0,8.648221015930176,5.147494316101074,4.311389923095703,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.38461539149284363,0.7692307829856873,0,0,0,0.27272728085517883,0.5454545617103577,3,0.27272728085517883,0,0,0,0.4000000059604645,0.800000011920929,0.4000000059604645,0.5454545617103577,0.800000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
Clayton Dubilier & Rice,1978,187,41997.6,1,12,36997.6015625,0.9166666865348816,2018.4166259765625,1,0.366160124540329,3.5407700538635254,43,10.518608093261719,33699,0,1,0,10.425223350524902,5.231108665466309,3.5407700538635254,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.5,0,0.1538461595773697,1.307692289352417,0,0.4000000059604645,0,0,0.800000011920929,4,0.4000000059604645,0,0.4000000059604645,0,0,0.800000011920929,0.4000000059604645,0.4000000059604645,0.4000000059604645,0,0,0,0,2,1,2,1,5,1,5,1,7,7,0,2,2,4
The Jordan Company,1982,57,13245.3,0,12,13107.2998046875,0.75,2019.9166259765625,1,1.0200117826461792,20.054244995117188,39,9.480924606323242,6728,0,1,0,8.814033508300781,4.043051242828369,20.054244995117188,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0.4166666567325592,0,0.38461539149284363,1.6025640964508057,0,0.30000001192092896,0,0.27272728085517883,1.1454546451568604,3,0.5727273225784302,0,0.20000000298023224,0,0.4000000059604645,1.2000000476837158,0.6000000238418579,0.8454545736312866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
Blue Owl Capital,2021,350,26700,1,19,18077.5,0.6842105388641357,2017.26318359375,NA,0.9988181591033936,36.34905242919922,0,9.802423477172852,16290,0,1,0,9.698307037353516,5.857933044433594,36.34905242919922,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.5,0,0.1538461595773697,1.307692289352417,0,0.6000000238418579,0,0.1818181872367859,1.5636364221572876,0,0.7818182110786438,0,0.6000000238418579,0,0.20000000298023224,1.600000023841858,0.800000011920929,0.9636363983154297,1,0,0,0,0,2,1,1,1,5,1,4,1,7,5,0,0,0,0
Spectrum Equity,1994,48,6219,0,7,4915,0.4285714328289032,2018.5714111328125,1,0.27739572525024414,3.7261078357696533,27,8.500046730041504,3470,0,1,0,8.151909828186035,3.8712010383605957,3.7261078357696533,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,0
TA Associates,1968,193,32618.1,0,12,37526.5,0.5833333134651184,2016.5833740234375,2,0.9192700386047363,8.726846694946289,53,10.53280258178711,23500,0,1,0,10.0647554397583,5.26269006729126,8.726846694946289,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0.4166666567325592,0,0.07692307978868484,0.9871794581413269,0,0.30000001192092896,0,0.09090909361839294,0.7818182110786438,2,0.3909091055393219,0,0.4000000059604645,0,0.20000000298023224,1.2000000476837158,0.6000000238418579,0.48181819915771484,0.800000011920929,0,0,0,0,2,1,2,1,5,1,4,1,7,6,0,1,1,2
Summit Partners,1984,191,20224.38,1,17,28704.380859375,0.7647058963775635,2015.2353515625,3,0.7796350121498108,5.2804131507873535,37,10.26480484008789,19639,0,1,0,9.885272979736328,5.2522735595703125,5.2804131507873535,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FTV Capital,1998,41,5451.6,0,7,5956,1,2017.142822265625,1,NA,6.597945213317871,23,8.6921539306640625,3824,1,0,0,8.249052047729492,3.7135720252990723,6.597945213317871,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.25,0,0.1538461595773697,0.807692289352417,0,0.30000001192092896,0,0,0.6000000238418579,1,0.30000001192092896,0,0.20000000298023224,0,0,0.4000000059604645,0.20000000298023224,0.30000001192092896,0.20000000298023224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RedBird Capital Partners,2013,50,3969.3,0,10,3765,0.800000011920929,2018.699951171875,NA,NA,NA,8,8.233503341674805,3324,0,1,0,8.10892391204834,3.9120230674743652,4.889999866485596,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,0
Insight Partners,1995,326,46342,1,24,29572.19921875,0.5833333134651184,2018.4166259765625,3,2.6083364486694336,21.613142013549805,26,10.29458999633789,40131,0,1,0,10.59990406036377,5.7868971824646,21.613142013549805,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,0
Arctos Sports Partners,2020,28,3620,0,3,2120,0.3333333432674408,2021.3333740234375,NA,NA,NA,1,7.6591715812683105,4266,0,0,1,8.358431816101074,3.332204580307007,41.06999969482422,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,0
TSG Consumer Partners,1987,67,10488.1,0,8,11788.099609375,1,2017.25,NA,0.28562700748443604,8.157379150390625,34,9.374845504760742,4000,1,0,0,8.294049263000488,4.204692840576172,8.157379150390625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,0
PSG,2014,272,NA,1,6,NA,NA,2021.5,NA,NA,NA,7,NA,9578,0,1,0,9.167223930358887,5.605802059173584,78.80000305175781,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333358168602,0,0,0.1666666716337204,0,0.10000000149011612,0,0,0.20000000298023224,0,0.10000000149011612,0,0.20000000298023224,0,0,0.4000000059604645,0.20000000298023224,0.10000000149011612,0.20000000298023224,0,0,0,0,4,1,3,1,6,1,5,1,10,8,0,0,0,0
Tiger Global Management,2001,103,34840.3,0,13,38823.19921875,0.9230769276618958,2014.4615478515625,NA,NA,NA,20,10.566773414611816,15641,0,1,0,9.6576509475708,4.634728908538818,26,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,0
General Atlantic,1980,455,27088.4,1,16,23539,0.75,2019.25,3,0.3494027853012085,NA,41,10.066413879394531,44832,0,1,0,10.710677146911621,6.120297431945801,33.43000030517578,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCV,1995,62,12245,0,11,12345,0.7272727489471436,2019.3636474609375,2,0.5981353521347046,12.200810432434082,26,9.421006202697754,7621,1,0,0,8.9386625289917,4.127134323120117,12.200810432434082,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,0
Sapphire Ventures,2010,71,4742.6,0,15,7186.60009765625,0.6666666865348816,2017.4000244140625,2,NA,NA,11,8.879973411560059,4821,0,0,1,8.48073673248291,4.2626800537109375,12.899999618530273,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,0
Accel,1983,539,19446.3,1,45,23914.880859375,0.7777777910232544,2014.5555419921875,3,0.269306480884552,0.5437037348747253,38,10.082256317138672,4459,0,0,1,8.402679443359375,6.289715766906738,0.5437037348747253,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,0
Andreessen Horowitz,2009,311,38839,0,36,40191.19921875,0.3611111044883728,2018.3055419921875,3,NA,NA,12,10.60140323638916,12297,1,0,0,9.417110443115234,5.739792823791504,16.229999542236328,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,0
Lightspeed Venture Partners,2000,249,NA,1,33,19145.150390625,0.4545454680919647,2018.242431640625,NA,0.5980059504508972,6.079574108123779,21,9.8598051071167,6958,1,0,0,8.847647666931152,5.517452716827393,6.079574108123779,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,0
Thrive Capital,2009,57,7343,0,13,7393,0.692307710647583,2017,NA,NA,NA,12,8.908288955688477,6000,0,1,0,8.699514389038086,4.043051242828369,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,0
GGV Capital,2000,46,7864.62,1,15,4415.6201171875,0.7333333492279053,2015.933349609375,NA,1.665468454360962,14.272231101989746,21,8.392903327941895,5160,1,0,0,8.548691749572754,3.828641414642334,14.272231101989746,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,0
New Enterprise Associates,1977,115,18056.8,1,14,22293.19921875,0.9285714030265808,2011.2857666015625,3,0.30822643637657166,10.743876457214355,44,10.01203727722168,10006,0,0,1,9.21094036102295,4.744932174682617,10.743876457214355,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,0
General Catalyst Partners,2000,76,11615.7,1,25,13404.900390625,0.9200000166893005,2017.0400390625,3,0.8628315925598145,NA,21,9.503376007080078,8310,0,1,0,9.025215148925781,4.330733299255371,93.63999938964844,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Index Ventures,1996,52,NA,1,18,NA,NA,2014.9000244140625,NA,NA,NA,25,NA,6100,1,0,0,8.716044425964355,3.9512436389923096,NA,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,0
Sequoia Capital,1972,19,38369.61,1,101,40282.08984375,0.3663366436958313,2016.0098876953125,3,0.6268630623817444,12.568352699279785,49,10.603662490844727,8841,1,0,0,9.08715534210205,2.944438934326172,12.568352699279785,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,0
Battery Ventures,1983,77,9330,0,15,11505,0.800000011920929,2015.3333740234375,3,1.3571127653121948,14.14863109588623,38,9.350537300109863,3741,0,1,0,8.227108001708984,4.343805313110352,14.14863109588623,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,0
Flagship Pioneering,1999,195,NA,0,9,6476,0.8888888955116272,2012.111083984375,NA,0.2868660092353821,4.851250648498535,22,8.775857925415039,4812,0,1,0,8.47886848449707,5.2729997634887695,4.851250648498535,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,0
Norwest Venture Partners,1985,66,5000,1,7,10750,0,2014.7142333984375,3,NA,NA,36,9.282661437988281,6500,0,0,1,8.779557228088379,4.18965482711792,NA,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27272728085517883,0.25,0,0,0,0.6000000238418579,0.30000001192092896,0,0,0,0,0,0.3333333432674408,0.20000000298023224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
